x,y,sensor10_0,sensor11_0,sensor12_0,sensor20_0,sensor21_0,sensor22_0,sensor30_0,sensor31_0,sensor32_0,sensor40_0,sensor41_0,sensor42_0
0,4.5,-71.16283146,-69.28199631,-68.9015544,-70.45706067,-81.9894048,-77.33848967,-88.95539033,-81.01856307,-76.22212204,-83.07674032,-75.90268309,-74.71521606
19,17,-80.70700475,-81.19479769,-74.35722447,-76.26387369,-74.65847478,-78.23549786,-74.44310071,-74.22246874,-74.30416124,-76.24454783,-73.32283921,-79.4945477
19,17.5,-83.10165207,-83.53849199,-69.34461881,-82.4095138,-72.41868351,-78.700358,-77.15094717,-78.81697544,-77.43614788,-73.86555477,-73.20830034,-75.97566351
11,13,-74.69166691,-77.16717245,-75.59739023,-69.47212915,-75.16726969,-69.74351832,-67.22853353,-64.65756748,-71.0696194,-81.38786808,-65.67241239,-74.43614732
11,13.5,-74.71262759,-76.91383041,-75.59739023,-69.47212915,-75.16726969,-69.74351832,-67.2318401,-64.65756748,-71.0696194,-81.38786808,-65.67241239,-74.23758683
9.5,2,-74.48392111,-68.98672213,-72.17194533,-78.7594262,-82.55922692,-74.23067042,-81.23003998,-77.01449177,-78.31115598,-67.02770921,-67.17577758,-65.80135297
9.5,2.5,-74.48392111,-68.62998767,-72.17194533,-78.7594262,-82.55922692,-74.23067042,-81.34874058,-77.01449177,-78.31115598,-67.02770921,-67.17660487,-65.80135297
20,18,-82.98301294,-84.67740703,-66.93069662,-85.35314977,-70.61139071,-79.54142733,-78.6523279,-81.77451858,-80.82583189,-73.72151373,-74.02688723,-74.60486027
12,14,-72.01790722,-81.3023092,-77.37117144,-72.27143181,-72.87619078,-69.23234589,-65.86596259,-63.1861373,-70.99334653,-78.28389505,-67.99755369,-81.58229901
12,14.5,-78.72869828,-78.4707733,-78.77050826,-69.45164316,-74.20142219,-75.19982732,-65.51510072,-65.88220825,-68.05193948,-80.02750146,-70.6507118,-77.25382714
4,10,-66.25833914,-68.40604924,-69.18972311,-65.5475582,-70.50304187,-73.73871015,-85.03136352,-80.08601902,-82.75291426,-81.08189228,-70.91996507,-77.18236656
4,10.5,-65.73859993,-73.26832966,-69.95056576,-71.95707415,-66.27474421,-72.28262544,-86.88032068,-75.61755794,-82.82275549,-79.21405232,-72.19345016,-79.12217045
20.5,17.5,-77.12656058,-79.24055595,-77.30822302,-68.94935317,-70.81310961,-76.02460652,-71.07377721,-72.66501579,-75.87825679,-76.37169208,-70.48973904,-83.88624108
20.5,17,-76.79170277,-79.302118,-78.13367682,-70.5943984,-72.55933733,-77.96419945,-71.72116647,-72.37386744,-75.88938358,-78.5155432,-72.4013977,-83.14600551
12.5,13,-71.18064072,-80.52802731,-75.59366889,-75.40075206,-74.0851492,-72.86107133,-63.09793937,-65.07338313,-69.53558323,-75.82563038,-63.01004509,-80.87347011
12.5,13.5,-73.35181976,-81.89986127,-76.58528087,-73.67850819,-73.90186178,-72.88191209,-61.45728373,-63.44097848,-68.24032188,-77.14436248,-66.02297762,-80.50145323
1,4,-70.26089338,-67.65765694,-68.33729057,-71.89807599,-80.10789744,-78.34086374,-87.45201075,-81.61833304,-77.18209472,-79.61057884,-73.85651668,-75.23974917
1,4.5,-70.34103439,-67.98984632,-68.57897032,-71.78151743,-80.34704624,-78.32622542,-87.91626859,-81.47661989,-76.9155844,-80.04118101,-74.02906983,-75.04378191
1.5,3.5,-68.95119059,-70.01252319,-65.27242462,-75.80686626,-73.77754961,-79.15623174,-86.73825691,-79.47804924,-79.69563697,-77.3816609,-70.92677582,-80.05077469
1.5,3,-70.73822977,-68.31760046,-69.69832982,-73.00662612,-77.34216657,-77.79761871,-91.4069533,-80.08414,-77.90443891,-80.32482161,-74.29259753,-73.83989702
13.5,13,-71.35181976,-80.44962499,-76.39129841,-75.11129858,-75.24642492,-72.20156345,-61.7121754,-64.43344205,-67.449072,-75.59024108,-64.33822093,-80.04198915
13.5,13.5,-71.35181976,-79.89264248,-76.60275862,-75.19742355,-75.45943591,-72.6681977,-61.71943666,-65.40094658,-67.26412356,-75.26423587,-64.33822093,-79.92239216
5.5,9.5,-62.94379407,-68.64387708,-69.88626791,-63.68138416,-69.53756515,-69.75953848,-83.91702247,-72.81695946,-79.59760787,-80.34599552,-72.97267169,-75.73123076
5.5,9,-62.70452133,-67.6918837,-69.20348339,-62.74240313,-70.6460449,-69.94669973,-82.28498652,-71.36728704,-77.7951555,-80.52666173,-72.64668622,-74.63550662
0,17,-74.90145927,-71.91617805,-74.30372729,-78.29407026,-68.17471052,-72.84689107,-77.88350383,-81.68235005,-81.85615274,-85.23102729,-75.0150704,-77.33605526
0,17.5,-73.92061462,-71.36715857,-73.56125493,-80.48349518,-70.34147573,-73.76383724,-75.64610844,-83.6820331,-82.06368905,-86.22398709,-72.41043873,-78.60351598
15,1,-78.81105405,-76.19805135,-72.77577909,-76.52923266,-75.5424894,-76.97729161,-77.36889799,-79.22673712,-77.44378238,-72.92730668,-66.24408365,-67.45043575
15,1.5,-78.38222866,-73.9715935,-73.19024211,-83.472654,-77.71232395,-78.43733488,-81.87381423,-80.65238511,-74.20424328,-69.901932,-64.60621193,-66.27722851
1.5,16,-74.0035505,-72.32659996,-76.87340933,-81.16408768,-72.87434848,-66.17615126,-81.78274959,-77.90427444,-77.8075558,-84.87849605,-73.55368561,-79.51743522
1.5,16.5,-74.24165712,-72.0056598,-76.27109067,-81.03331686,-71.99658807,-67.46178124,-81.17749825,-78.92691873,-78.8075558,-85.03460972,-73.84003777,-79.1940661
18,6,-82.28902299,-80.12504237,-78.96190764,-78.99815046,-78.639746,-78.35399996,-79.01715091,-79.42653839,-74.63268246,-71.86780447,-51.08157239,-69.58893157
18,6.5,-82.94198445,-81.12587294,-80.27320471,-78.3910274,-78.48828421,-78.77899923,-78.65756344,-79.24986359,-73.63268246,-71.87162471,-47.4135396,-70.92320139
19,7,-85.01450647,-81.62167913,-80.88455253,-76.74079459,-79.11525847,-80.3672473,-80.00153342,-81.39774711,-75.89586487,-74.30826195,-55.38590926,-72.92895556
19,7.5,-80.67989903,-81.12393629,-78.51938633,-80.0740584,-77.22888341,-79.10584617,-77.61831202,-79.11099693,-73.72165585,-74.45265224,-56.42839707,-77.13879533
11,3,-74.23645888,-74.3414497,-72.84548202,-78.70218943,-79.99054291,-75.29713162,-79.11832616,-76.41943,-78.13850033,-61.96948582,-64.30784511,-67.36395606
11,3.5,-73.55542245,-73.23934698,-73.07379761,-73.64049681,-76.39240394,-74.7792586,-82.42564257,-79.70275866,-74.43093605,-65.41105619,-66.59040374,-69.29917425
12,4,-71.84916577,-73.29036225,-71.81673272,-75.30379553,-75.27645909,-77.26161147,-82.88552551,-78.76389506,-72.22168961,-61.13860157,-64.53055632,-70.92767024
12,4.5,-71.84916577,-73.28814864,-71.80773038,-75.34978184,-75.27645909,-77.57509912,-82.88552551,-78.76389506,-72.22168961,-60.61589819,-64.53055632,-70.92779937
4,0.5,-77.41647323,-65.07714586,-73.40112025,-78.72340002,-76.74835301,-78.20520425,-89.51313028,-78.30355596,-79.88248827,-77.59795435,-70.97431245,-81.85836561
4,0,-77.41647323,-65.07714586,-73.40112025,-78.72340002,-76.74835301,-78.20520425,-89.51313028,-78.30355596,-79.88248827,-77.59967651,-70.97431245,-81.83670715
20.5,7,-84.96840205,-80.79472196,-79.38083103,-76.96568047,-79.38578252,-80.92057478,-81.16484838,-82.94009083,-78.80883612,-77.38875906,-69.58922652,-75.71500802
20.5,7.5,-82.9017208,-80.48485708,-77.77810627,-78.76433152,-78.36071272,-80.2058205,-79.84716462,-81.88420874,-77.86552698,-77.61179548,-70.93039473,-77.97602046
12.5,3,-72.52019089,-74.25242783,-71.93650244,-77.68762905,-74.77182867,-75.84384955,-82.41435576,-80.43176503,-76.22658118,-59.38265125,-65.9947388,-66.01370257
12.5,3.5,-72.18632764,-74.12444277,-71.77800259,-77.44976565,-74.57811967,-76.46718323,-82.52872824,-79.93100482,-75.22517984,-58.59492162,-65.43957656,-67.03236791
14,13,-71.69362578,-78.61266,-77.39129841,-75.12382629,-76.46970706,-73.68758386,-62.39024164,-67.00386846,-66.09972718,-74.25786979,-64.66646292,-79.41106434
14,13.5,-71.69362578,-78.4467335,-77.6952159,-75.12382629,-76.78411309,-74.37965857,-62.39024164,-67.03705457,-65.89911141,-74.25729125,-64.98682458,-79.13067247
16.5,9,-74.50604141,-78.50279545,-78.82906997,-77.91762039,-81.1971957,-81.66499873,-72.45242183,-74.63933916,-69.84675955,-69.73557355,-59.53945928,-76.42418913
16.5,9.5,-73.40329575,-79.66500929,-80.38158932,-76.64985035,-83.93463902,-82.02623372,-73.92464796,-75.78576375,-70.79378174,-70.8656441,-60.53463768,-77.40915838
15,14,-75.47735604,-75.29576666,-80.84220639,-73.68251174,-78.18542865,-79.17682783,-63.88165467,-71.12070235,-63.15788994,-72.69336701,-68.61436096,-78.01719789
15,14.5,-79.59955765,-80.63624064,-77.40005478,-72.58291714,-78.12295082,-73.73448146,-68.84043574,-65.09354199,-65.57693637,-75.64125713,-68.70492902,-80.96399117
7,10,-66.74792666,-71.13908798,-70.36343125,-57.29757937,-69.95917647,-67.26955277,-80.42079491,-70.08478605,-74.88067398,-76.55918245,-71.59870809,-77.94053787
7,10.5,-67.29596181,-73.01207133,-72.04272105,-58.89206677,-67.99871641,-67.53037809,-82.97634358,-74.08287589,-78.14656117,-76.75209484,-71.97186411,-80.19727476
13.5,3,-74.90442075,-75.22303445,-74.77309307,-78.30869574,-77.0912049,-74.8681616,-80.4395669,-80.46645066,-77.39923336,-64.86205364,-68.9700121,-65.29166574
13.5,3.5,-73.52280818,-73.58561729,-71.95831042,-79.60959412,-75.12070388,-78.86220114,-82.93151363,-79.598743,-72.46673014,-61.5779495,-63.35069116,-69.42198679
8,11.5,-69.24997475,-74.36050984,-73.25494418,-56.33325205,-69.44644201,-66.91385003,-78.36946072,-69.08315038,-74.025111,-76.42845342,-72.81760566,-80.28805464
8,11,-69.25198972,-74.12823413,-71.99509202,-55.20534418,-69.44644201,-66.53866602,-79.62775203,-70.08315038,-74.09949114,-75.15823232,-71.4939726,-80.4798944
0,7,-70.8178634,-70.31268247,-56.50139828,-71.31401725,-69.60921919,-73.63794076,-86.69248826,-78.58362866,-77.02734867,-83.77197219,-76.59900852,-75.01179698
0,7.5,-70.81698774,-71.64416055,-58.48054452,-71.64933619,-69.55231236,-73.33125556,-86.62155482,-78.57791659,-76.91684288,-83.09706494,-75.59403065,-75.34595563
8.5,10.5,-69.79875254,-75.03775132,-71.49734151,-60.21331309,-70.06565623,-66.45527046,-77.48714858,-70.94189229,-73.16829169,-74.48286804,-69.81108097,-76.28603164
8.5,10,-68.21394254,-72.34854067,-72.13559733,-62.70252552,-71.30437158,-67.28203549,-77.11525312,-72.09913969,-72.36774654,-75.51474448,-69.79319235,-76.96020974
11,16.5,-79.7987781,-79.80538949,-81.19860468,-71.04157106,-76.72147276,-72.77867823,-72.51988382,-68.63231494,-73.468597,-80.51395844,-73.79105603,-81.79553798
0.5,6,-70.71738392,-69.2250989,-59.48211946,-70.70674377,-73.9323334,-75.15269041,-87.61623477,-79.63907856,-76.68838197,-83.85182632,-77.40931647,-74.66907783
0.5,6.5,-70.00904845,-68.55363727,-55.36396512,-70.08440797,-70.59556172,-73.94366197,-86.30761993,-78.43798259,-76.54862394,-83.31956732,-78.58158186,-74.36337636
11,16,-76.1050735,-81.12552112,-79.97783671,-67.89165192,-72.70169974,-70.46149733,-74.2172581,-63.49310491,-74.60626942,-80.56074462,-74.53014523,-82.29782564
11.5,15.5,-76.71398064,-80.09232861,-80.83108357,-68.62128612,-72.33695233,-72.75807613,-69.26330787,-65.17122912,-70.32464178,-79.52709396,-74.41832037,-81.58615522
11.5,15,-76.71398064,-80.09035019,-80.83108357,-68.62128612,-72.33695233,-72.9931511,-69.24009573,-65.17122912,-70.245809,-79.52709396,-74.41832037,-81.58615522
12.5,16,-81.31843773,-82.32588578,-78.77651695,-69.75963978,-75.64728602,-77.68107981,-68.7573432,-62.64843435,-70.81538046,-79.53133685,-72.23636166,-81.28410846
12.5,16.5,-81.31843773,-82.61087441,-78.65327492,-69.75963978,-75.74207932,-77.63808828,-69.79388578,-62.36131659,-71.79544784,-79.5549553,-72.23636166,-81.28410846
4.5,12,-66.94502167,-74.81082521,-73.83324765,-71.11696317,-65.24102463,-68.8364499,-85.45432473,-78.27846611,-81.8302757,-82.06037895,-76.04267859,-80.58887757
4.5,12.5,-69.64318904,-76.8947646,-70.25600528,-75.56960083,-68.83262773,-66.64122141,-78.97415207,-75.14211609,-77.81584846,-81.80833778,-76.08849173,-73.60221919
3,17,-79.0570111,-73.97627231,-76.12429939,-79.88403534,-73.25785019,-68.31615152,-80.5362356,-76.89544767,-76.27661014,-84.96423125,-70.6436826,-79.61433398
3,17.5,-79.37221418,-75.12276417,-75.51998905,-78.68954876,-72.60464513,-68.99253332,-78.2506199,-77.64942761,-76.68656446,-84.03922138,-70.076965,-79.23675587
1.5,6,-68.48197171,-66.69244715,-63.55713117,-66.2140393,-76.31785133,-76.14472713,-84.45698728,-78.59833283,-74.57920792,-80.1475194,-79.23821632,-76.60893684
1.5,6.5,-68.40930012,-66.97766586,-57.05960764,-67.3194542,-71.19238449,-74.56224494,-83.92200559,-77.56060363,-75.02994491,-80.90549013,-79.88825303,-76.02995133
14,3,-75.1709648,-75.54466677,-75.17564496,-78.54135948,-77.46681731,-75.13012951,-80.0757028,-80.320471,-76.97739506,-66.13846596,-69.63803554,-65.7944211
14,3.5,-74.45899241,-73.26489232,-72.36945959,-80.28695349,-75.66187959,-78.75920367,-82.64909895,-80.04635552,-73.08064732,-62.98066392,-63.34793168,-68.93076771
15,4,-75.17728337,-75.94311259,-77.43478106,-79.51650125,-79.39907561,-78.02316965,-78.38901996,-77.96162162,-73.10635436,-69.25150559,-71.05392571,-69.72509502
15,4.5,-75.63322048,-75.94802215,-77.97193108,-79.51650125,-79.99821641,-78.01686523,-78.23648401,-77.96162162,-73.32495008,-70.25150559,-71.38622418,-69.49256812
7,0.5,-76.15730615,-66.0150167,-74.09960526,-75.00717159,-79.01097222,-76.69462698,-85.29616063,-71.78549913,-79.63059136,-72.45202849,-69.31122474,-75.32876322
7,0,-76.15730615,-66.0150167,-74.09960526,-75.00717159,-79.01097222,-76.69462698,-85.29616063,-71.78549913,-79.63059136,-72.45202849,-69.31122474,-75.28143167
15.5,3,-79.09230556,-74.31564226,-76.35134302,-82.90503724,-79.08396396,-78.39720073,-80.56527712,-80.02177908,-74.13454647,-73.04445082,-66.60591939,-68.34994602
15.5,3.5,-78.42246187,-75.20517562,-77.60753085,-81.96831775,-79.9212714,-78.15410925,-78.96688514,-79.29230087,-74.13299308,-73.11471179,-68.96068513,-68.70101378
18,9.5,-74.0225161,-78.10424122,-77.92397866,-81.10661816,-77.03702451,-79.54603104,-75.26761678,-71.66470907,-70.89863271,-72.18028377,-65.37234586,-73.68793519
18,9,-74.51383399,-77.43321399,-77.08021445,-81.94096069,-75.1553027,-79.44554471,-74.29527135,-70.99171155,-70.47913572,-71.23954481,-64.84819475,-73.54769737
18.5,8,-77.93247319,-77.81201082,-77.53041466,-80.47529286,-76.26249284,-79.81747354,-75.93712634,-74.00877915,-72.77220332,-72.58144573,-65.50399585,-73.33912275
18.5,8.5,-76.79568921,-78.11044659,-77.59573445,-81.27585478,-75.14176099,-79.54334396,-74.97745212,-72.35621117,-70.83929554,-70.87358938,-59.84901532,-72.88392331
8.5,0,-76.33720779,-67.89491377,-75.35982324,-75.34040723,-81.43674951,-74.95554025,-83.66571298,-71.94599626,-79.38866343,-69.88240503,-68.09894372,-69.28639665
8.5,0.5,-76.4362148,-68.00498478,-75.35982324,-75.43591706,-81.66839821,-74.95554025,-83.41030094,-72.40926003,-79.38866343,-69.80885885,-67.77680938,-69.09499476
19.5,9.5,-75.20573603,-79.94744646,-77.00880014,-81.9155701,-78.19809244,-79.18794474,-77.1572925,-77.07344658,-73.97218975,-76.27041374,-71.04185026,-80.12325711
19.5,9,-76.45809052,-78.70876607,-75.66051614,-83.1269256,-75.59271092,-78.79134753,-75.36573616,-75.42905651,-73.04767509,-74.68079768,-69.6789029,-78.95172717
11.5,5,-75.42952382,-76.07614106,-75.56082098,-75.46742306,-76.0476896,-77.45887555,-79.09438046,-77.61455151,-72.86617694,-67.32008288,-68.70041344,-74.03356824
11.5,5.5,-75.06399987,-72.34283617,-71.93163779,-73.6901809,-76.66657564,-77.82878298,-82.8898029,-78.16491547,-72.08127672,-63.65075718,-65.50129558,-69.35939466
10,10,-68.63714508,-74.46157811,-72.18426899,-74.31228213,-73.26194591,-68.07649939,-71.49642346,-72.65193674,-69.19683072,-76.20494323,-66.65172233,-69.04314389
10,10.5,-69.48940701,-76.33708436,-71.87105128,-73.16393495,-73.0062534,-67.50751571,-71.49642346,-72.44533968,-69.61177451,-75.86466762,-66.85199411,-68.49880396
2,6,-67.81437328,-66.57226909,-57.72435702,-66.3194542,-71.39919339,-74.56448408,-82.99569697,-77.46735872,-74.63067857,-79.91125906,-80.533955,-76.55670594
2,6.5,-67.42855206,-65.98684572,-58.05477316,-65.82238935,-71.39947078,-74.91275848,-82.48127298,-77.29798734,-74.08853307,-79.50307769,-80.5363585,-77.01498093
12.5,6,-75.30839397,-79.11664904,-76.67505866,-79.65932589,-74.84820484,-80.20130326,-76.5203601,-76.88402626,-73.19124223,-63.61571533,-70.13969855,-75.21180906
12.5,6.5,-77.69064819,-79.50322222,-77.8324794,-78.77792588,-75.54823722,-80.1756274,-74.8253628,-76.03537007,-73.15883556,-67.3706084,-72.00935616,-76.31015959
4.5,2,-76.10074041,-60.9800578,-71.63035109,-74.42884148,-76.01459089,-79.19524724,-87.95041913,-79.2757099,-82.68320493,-76.0417377,-67.14271177,-71.2829678
4.5,2.5,-76.01029114,-60.9800578,-71.63035109,-74.42884148,-76.01459089,-79.19524724,-88.09746875,-79.2757099,-82.68320493,-76.0423144,-67.14271177,-71.2829678
3,7,-67.55833538,-65.04782207,-60.57566617,-64.41974521,-72.94462902,-75.99416209,-81.16178958,-77.33821103,-75.39832262,-79.44244304,-77.21388863,-76.87397619
3,7.5,-67.6636749,-64.9592846,-61.52686461,-64.41974521,-73.60973265,-76.30802223,-80.88038639,-77.97770568,-76.24490137,-79.63679543,-74.53669455,-76.40363439
14,16,-79.68096877,-81.82020768,-78.1238701,-70.79027052,-74.29856195,-80.1578683,-69.53944576,-66.88713436,-69.10625977,-81.33883351,-75.62399299,-81.08396663
14,16.5,-80.16938856,-83.95868028,-76.39262525,-70.06058984,-76.60540658,-78.43028046,-75.64332743,-63.80873643,-74.64453644,-82.48889768,-74.66669348,-81.84747811
14.5,15,-82.08564971,-80.23665658,-79.40952107,-70.83776669,-77.31371374,-77.03833719,-68.23828815,-66.0847226,-64.97652545,-76.46374402,-71.69493198,-80.56747704
14.5,15.5,-82.08564971,-80.23665658,-79.40952107,-70.83776669,-77.31371374,-77.03833719,-68.24823846,-66.0847226,-64.97652545,-76.46374402,-71.69493198,-80.56747704
15.5,16,-80.91526664,-81.62464754,-76.78244254,-71.40419125,-78.02846687,-78.33006546,-75.36789167,-67.44737197,-68.600743,-79.93599213,-74.39571607,-81.58365161
15.5,16.5,-78.95202741,-83.332976,-75.48656798,-71.61056297,-76.22654525,-80.56697633,-77.39467131,-68.45229808,-72.06409565,-83.89839434,-77.66749039,-82.04237172
7.5,12.5,-69.53927793,-75.09387089,-75.34643345,-58.80823638,-69.78294523,-67.82290104,-75.54919908,-66.94073827,-72.76710645,-79.48024323,-75.52129408,-80.53125974
7.5,12,-69.38066598,-74.46415001,-74.08658129,-57.52260808,-69.45400871,-67.14959117,-77.28650749,-68.04983001,-73.58185672,-77.59046207,-73.86359253,-80.4667113
6,17.5,-72.03409008,-81.11978213,-77.26766798,-76.35731777,-71.60848348,-59.97450884,-76.81457128,-78.40173399,-76.81357553,-78.5320608,-74.5300759,-78.84130443
6,17,-72.67741314,-81.15022057,-77.26794331,-76.21270659,-70.95053925,-60.16421969,-76.72035554,-78.20181807,-76.93732867,-78.40877022,-74.20171494,-79.03042654
8.5,13,-71.21232528,-75.85344999,-76.89249251,-62.47624614,-71.16654288,-68.81137601,-72.29275175,-65.63244129,-72.15090709,-82.2322926,-74.50836694,-77.95760359
8.5,13.5,-71.24229173,-75.85855404,-76.86785398,-62.79196991,-71.58551501,-68.81137601,-72.29275175,-65.63244129,-72.15090709,-82.2322926,-73.86153711,-77.64898963
0.5,9.5,-72.62225523,-76.85040025,-64.96772667,-72.95473575,-71.28718896,-70.10060307,-84.96301319,-80.37286427,-77.38567194,-82.21402763,-70.78094189,-78.74416274
0.5,9,-71.42190931,-76.34259893,-64.27360983,-72.8116202,-69.75778338,-71.60005482,-85.62175486,-78.77706726,-77.19293261,-81.78719902,-71.47566722,-77.4994646
11.5,18,-82.73618167,-79.53057503,-84.57010356,-76.10844464,-79.40314949,-72.27757904,-69.97208642,-73.68541304,-72.86791522,-80.63577666,-73.69456603,-82.69002796
21,10,-77.30495753,-82.26365732,-73.68669401,-84.17816546,-79.66291525,-78.91160713,-77.5349164,-76.70645151,-76.71147352,-78.25955643,-70.95443583,-80.28301946
21,10.5,-77.45899674,-83.22122086,-73.05172929,-84.25895725,-80.70689742,-78.94359877,-77.73206275,-76.10249162,-77.12809412,-78.318804,-70.29312581,-79.58310523
10,0,-81.06996777,-70.28427149,-76.55651003,-80.69548016,-87.47925704,-77.01926263,-83.52150229,-81.29921968,-78.89620029,-67.08391429,-64.49993054,-66.07983229
10,0.5,-78.88680793,-72.00775972,-75.07357353,-79.84783653,-85.5146302,-75.98509936,-81.18434633,-79.02253383,-79.78852877,-66.09252119,-64.701172,-65.85767697
14,6.5,-77.03283629,-80.88114427,-79.49550538,-80.5756592,-76.22196721,-80.89942401,-73.36180373,-75.05847835,-70.83016046,-67.04748874,-69.18756106,-76.91088339
14,6,-77.56550566,-79.81530061,-79.28542798,-80.22435366,-77.31167606,-79.61326122,-74.84712622,-76.63702703,-73.71241216,-69.50071191,-72.96969487,-74.65860876
14.5,5,-77.49238427,-78.51061663,-79.64799019,-80.19652802,-79.08198328,-78.89014654,-75.25299658,-76.72427117,-73.71241216,-71.26107646,-73.30724234,-72.47726976
14.5,5.5,-74.05897874,-77.13595272,-76.39715737,-79.04792935,-76.36203179,-79.83274658,-77.51561036,-75.85369159,-69.04702023,-62.52130397,-63.67225683,-73.46152426
17,17,-80.92173806,-82.99225158,-73.45532614,-75.7441645,-75.17249863,-79.32496988,-77.14828437,-71.86234883,-73.51229508,-79.09859678,-75.34139773,-79.9177354
